line_number,committee_name,file_number,related_line_number,committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,recipient_prefix,recipient_suffix,beneficiary_committee_name,disbursement_type,disbursement_description,disbursement_date,disbursement_amount,semi_annual_bundled_refund,candidate_office,candidate_office_district,transaction_id,image_number,entity_type,amendment_indicator,memo_code,memo_text,back_reference_transaction_id,back_reference_schedule_name,load_timestamp
29,OUR FIGHT OUR FUTURE,1963160,5,C00811216,Black Austin Democrats,Austin,TX,78703,,,,,Donation,2026-01-13,400.00,,,,SB29.4448,202604159857266173,ORG,A,,,,,2026-04-15 10:01:47
29,OUR FIGHT OUR FUTURE,1993064,15,C00811216,Travis Country Democratic Party,Austin,TX,78768,,,,,Donation,2026-05-14,250.00,,,,SB29.4471,202607159875048327,PTY,A,,,,,2026-07-15 05:45:23
29,OUR FIGHT OUR FUTURE,1993064,14,C00811216,Texas Blue Action Fund,Austin,TX,78704,,,,,Donation,2026-05-08,5000.00,,,,SB29.4466,202607159875048327,ORG,A,,,,,2026-07-15 05:45:23
29,OUR FIGHT OUR FUTURE,1993064,13,C00811216,Montserrat Garibay Campaign,Austin,TX,78708,,,,,Donation,2026-05-07,500.00,,,,SB29.4464,202607159875048327,ORG,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,12,C00811216,SAM FOR MONTANA,MISSOULA,MT,59807,,,SAM FOR MONTANA,,Contribution,2026-05-12,1000.00,,H,01,SB23.4467,202607159875048326,CCM,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,11,C00811216,RABB FOR CONGRESS,PHILADELPHIA,PA,19119,,,RABB FOR CONGRESS,,Contribution,2026-04-28,1000.00,,H,03,SB23.4458,202607159875048326,CCM,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,10,C00811216,POINDEXTER FOR CONGRESS,COLUMBUS,OH,43215,,,POINDEXTER FOR CONGRESS,,Contribution,2026-06-24,1000.00,,H,07,SB23.4483,202607159875048325,CCM,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,9,C00811216,POINDEXTER FOR CONGRESS,COLUMBUS,OH,43215,,,POINDEXTER FOR CONGRESS,,Contribution,2026-04-29,500.00,,H,07,SB23.4459,202607159875048325,CCM,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,8,C00811216,MIKE MCGUIRE FOR CONGRESS,SANTA ROSA,CA,95403,,,MIKE MCGUIRE FOR CONGRESS,,Contribution,2026-06-23,1000.00,,H,01,SB23.4475,202607159875048325,CCM,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,7,C00811216,MATT LITTLE FOR CONGRESS,LAKEVILLE,MN,55044,,,MATT LITTLE FOR CONGRESS,,Contribution,2026-06-24,1000.00,,H,02,SB23.4479,202607159875048324,CCM,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,6,C00811216,JOHNNY GARCIA FOR CONGRESS,SAN ANTONIO,TX,78214,,,,,Contribution,2026-06-24,1000.00,,H,35,SB23.4484,202607159875048324,CCM,A,,,,,2026-07-15 05:45:23
23,OUR FIGHT OUR FUTURE,1993064,5,C00811216,GRAHAM FOR MAINE,ELLSWORTH,ME,04605,,,,,Contributon,2026-06-09,1000.00,,S,00,SB23.4472,202607159875048324,CCM,A,,,,,2026-07-15 05:45:23
21B,OUR FIGHT OUR FUTURE,1993064,4,C00811216,"PCMS, LLC",Washington,DC,20006,,,,,Accounting services,2026-05-13,303.75,,,,SB21B.4452,202607159875048323,ORG,A,,,,,2026-07-15 05:45:23
