committee_id,committee_name,report_year,report_type,image_number,filing_form,link_id,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,disbursement_purpose_category,memo_code,memo_code_full,memo_text,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,two_year_transaction_period,amendment_indicator,amendment_indicator_desc,schedule_type,schedule_type_full,load_date,sub_id,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,pdf_url,line_number_label,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_employer,payee_occupation,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,ref_disp_excess_flg,comm_dt,spender_committee_type,spender_committee_org_type,spender_committee_designation
C00918219,CASAR VICTORY FUND,2026,Q1,202604159857268782,F3,4041520261435730221,17,SB17.4126,1963223,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,02144,,,,,MERCHANT FEES,OTHER,,,,2026-03-03 00:00:00,276.50,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509475558,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857268782,Operating Expenditures,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2026,Q1,202604159857268782,F3,4041520261435730221,17,SB17.4132,1963223,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,02144,,,,,MERCHANT FEES,OTHER,,,,2026-03-30 00:00:00,335.75,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509475559,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857268782,Operating Expenditures,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2025,YE,202601319795296470,F3,4013120261304426141,17,SB17.4109,1941574,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,02144,,,,,MERCHANT FEE,OTHER,,,,2025-10-23 00:00:00,454.25,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-02-27 02:36:02,4022620261359591668,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795296470,Operating Expenditures,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2026,Q1,202604159857268783,F3,4041520261435730221,18,SB18.4127,1963223,CCM,CAMPAIGN COMMITTEE,C00791897,C00791897,GREG CASAR FOR CONGRESS,AUSTIN,TX,78703,GREG CASAR FOR CONGRESS,,24G,TRANSFER OUT AFFILIATED,TRANSFER OF JOINT FUNDRAISING PROCEEDS,TRANSFERS,,,,2026-03-03 00:00:00,3025.00,H,HOUSE,37,H2TX35144,"CASAR, GREG",GREG,CASAR,,,,TX,TEXAS,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509475560,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857268783,Transfers to Other Authorized Committees,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2026,Q1,202604159857268783,F3,4041520261435730221,18,SB18.4128,1963223,CCM,CAMPAIGN COMMITTEE,C00791897,C00791897,GREG CASAR FOR CONGRESS,AUSTIN,TX,78703,GREG CASAR FOR CONGRESS,,24G,TRANSFER OUT AFFILIATED,TRANSFER OF JOINT FUNDRAISING PROCEEDS,TRANSFERS,,,,2026-03-03 00:00:00,3025.00,H,HOUSE,37,H2TX35144,"CASAR, GREG",GREG,CASAR,,,,TX,TEXAS,G2026,,GENERAL,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509475561,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857268783,Transfers to Other Authorized Committees,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2026,Q1,202604159857268783,F3,4041520261435730221,18,SB18.4133,1963223,CCM,CAMPAIGN COMMITTEE,C00791897,C00791897,GREG CASAR FOR CONGRESS,AUSTIN,TX,78703,,,24G,TRANSFER OUT AFFILIATED,TRANSFER TO AFFLILIATE,TRANSFERS,,,,2026-03-31 00:00:00,3200.00,H,HOUSE,37,H2TX35144,,,,,,,TX,TEXAS,G2026,,GENERAL,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509475562,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857268783,Transfers to Other Authorized Committees,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2025,YE,202601319795296471,F3,4013120261304426141,18,SB18.4112,1941574,PAC,POLITICAL ACTION COMMITTEE,C00811216,C00811216,OUR FIGHT OUR FUTURE,AUSTIN,TX,78731,,,24G,TRANSFER OUT AFFILIATED,TRANSFER TO AFFILIATE,TRANSFERS,,,,2025-12-23 00:00:00,4050.00,,,,,,,,,,,,,P,,PRIMARY,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-02-27 02:36:02,4022620261359591671,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795296471,Transfers to Other Authorized Committees,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2026,Q1,202604159857268784,F3,4041520261435730221,18,SB18.4134,1963223,PAC,POLITICAL ACTION COMMITTEE,C00811216,C00811216,OUR FIGHT OUR FUTURE,AUSTIN,TX,78731,,,24G,TRANSFER OUT AFFILIATED,TRANSFER TO AFFILIATE,TRANSFERS,,,,2026-03-31 00:00:00,4500.00,,,,,,,,,,,,,P,,PRIMARY,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509475563,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857268784,Transfers to Other Authorized Committees,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2025,YE,202601319795296471,F3,4013120261304426141,18,SB18.4102,1941574,PAC,POLITICAL ACTION COMMITTEE,C00811216,C00811216,OUR FIGHT OUR FUTURE,AUSTIN,TX,78731,,,24G,TRANSFER OUT AFFILIATED,TRANSFER OF JOIONT FUNDRAISING PROCEEDS,TRANSFERS,,,,2025-10-14 00:00:00,4950.00,,,,,,,,,,,,,P,,PRIMARY,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-02-27 02:36:02,4022620261359591670,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795296471,Transfers to Other Authorized Committees,,,,,,,,,,,,,,,,,,N,,J
C00918219,CASAR VICTORY FUND,2025,YE,202601319795296471,F3,4013120261304426141,18,SB18.4113,1941574,CCM,CAMPAIGN COMMITTEE,C00791897,C00791897,GREG CASAR FOR CONGRESS,AUSTIN,TX,78703,,,24G,TRANSFER OUT AFFILIATED,TRANSFER TO AFFILATED COMMITTEE,TRANSFERS,,,,2025-12-23 00:00:00,13300.00,H,HOUSE,37,H2TX35144,,,,,,,TX,TEXAS,P,,PRIMARY,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-02-27 02:36:02,4022620261359591669,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795296471,Transfers to Other Authorized Committees,,,,,,,,,,,,,,,,,,N,,J
